k141_95026_4	00180	39.828	580	631	541	2.34e-141	416
k141_232336_29	00181	33.209	268	279	275	3.50e-39	131
k141_84631_2	00188	33.333	138	298	272	6.63e-16	69.3
k141_264063_19	00185	50.691	217	531	305	1.45e-61	198
k141_264063_20	00185	51.613	217	533	305	5.10e-63	202
k141_200858_2	00209	31.347	453	472	448	2.22e-40	144
k141_21389_1	00173	42.995	207	268	218	3.70e-52	163
k141_32000_41	00188	33.803	142	482	272	7.94e-12	58.5
k141_10960_3	00209	30.737	475	479	448	1.99e-41	147
k141_285212_94	00173	49.029	206	221	218	3.31e-59	179
k141_53152_20	00223	42.913	254	488	348	3.10e-62	200
k141_190270_54	00221	36.481	466	528	508	1.47e-79	251
k141_253653_96	00209	31.373	459	471	448	3.43e-43	151
k141_179797_17	00173	44.907	216	230	218	7.52e-58	176
k141_158678_2	00211	39.100	289	311	337	6.49e-60	188
k141_42820_9	00185	37.931	232	559	305	1.94e-39	139
k141_148336_3	00173	39.409	203	225	218	9.93e-48	150
k141_243327_1	00211	37.433	187	243	337	1.02e-43	144
k141_106092_59	00211	50.825	303	319	337	1.89e-101	295
k141_275145_1	00178	38.323	167	165	216	6.52e-31	104
k141_275145_2	00178	38.117	223	227	216	1.48e-41	134
k141_243484_6	00222	32.584	445	468	516	6.31e-50	171
k141_11427_1	00223	32.700	263	325	348	1.10e-30	112
k141_243518_2	00215	42.593	324	337	322	1.56e-76	231
k141_95533_2	00211	38.019	313	322	337	1.19e-63	198
k141_179985_109	00182	32.014	278	315	277	2.47e-30	109
k141_116803_8	00187	33.577	137	429	250	9.87e-12	57.8
k141_148661_1	00204	30.000	170	233	271	4.06e-07	42.4
k141_74696_2	00211	32.051	234	277	337	8.97e-30	108
k141_306983_2	00182	34.177	158	315	277	2.49e-07	43.9
k141_201486_1	00180	48.043	281	290	541	1.08e-94	283
k141_201500_2	00220	33.588	131	324	262	2.13e-09	50.1
k141_127509_43	00221	31.549	523	575	508	1.20e-62	208
k141_275378_4	00223	31.502	273	466	348	3.08e-34	124
k141_85348_13	00178	38.636	220	313	216	1.55e-37	126
k141_1032_4	00223	32.489	237	502	348	4.62e-21	87.4
k141_22020_39	00211	38.697	261	347	337	1.70e-51	167
k141_138173_10	00178	38.974	195	240	216	1.21e-39	130
k141_180324_11	00223	30.282	284	501	348	3.34e-27	105
k141_43340_2	00223	30.943	265	470	348	5.41e-29	110
k141_1154_1	00183	31.481	162	297	307	6.78e-14	63.5
k141_1155_6	00211	61.889	307	343	337	4.32e-145	407
k141_1239_3	00185	33.684	190	310	305	3.67e-14	64.7
k141_170162_6	00211	60.119	336	332	337	2.99e-149	417
k141_11832_25	00223	42.802	257	478	348	8.89e-59	191
k141_296922_6	00211	36.508	315	318	337	4.27e-63	196
k141_159441_1	00221	33.066	499	528	508	8.12e-66	215
k141_265037_1	00185	41.395	215	275	305	6.36e-48	155
k141_128057_2	00187	31.852	135	294	250	2.88e-06	40.4
k141_11947_2	00180	48.764	445	454	541	1.31e-151	435
k141_75216_1	00209	32.589	224	282	448	8.59e-22	87.4
k141_138386_2	00178	41.121	214	211	216	1.94e-44	141
k141_54338_1	00209	36.972	284	403	448	8.12e-40	140
k141_212470_6	00223	31.095	283	362	348	4.08e-26	100
k141_159619_2	00181	34.708	291	299	275	4.36e-48	155
k141_149436_23	00222	49.614	518	503	516	1.21e-161	462
k141_191516_12	00212	33.594	256	251	285	5.85e-32	112
k141_128400_6	00180	47.038	574	628	541	0.0	526
k141_138523_5	00211	36.396	283	319	337	1.97e-53	172
k141_96423_13	00211	33.191	235	346	337	1.55e-34	122
k141_286515_8	00215	46.454	282	340	322	1.42e-82	247
k141_286515_11	00221	30.835	467	531	508	1.91e-49	171
k141_286530_8	00185	50.500	200	660	305	3.81e-54	181
k141_128432_7	00185	53.953	215	553	305	1.74e-62	201
k141_244179_1	00185	52.096	167	167	305	3.21e-42	136
k141_43747_33	00211	36.992	246	317	337	4.03e-48	157
k141_43747_35	00221	37.425	334	506	508	9.71e-51	174
k141_181046_143	00185	50.885	226	492	305	7.24e-58	187
k141_117829_9	00211	36.082	291	877	337	4.18e-39	141
k141_307983_1	00178	32.143	140	141	216	1.41e-17	69.3
k141_307989_2	00189	38.281	128	321	248	1.76e-17	73.6
k141_86094_11	00211	38.610	259	321	337	1.64e-59	187
k141_75870_2	00221	35.952	331	421	508	1.94e-54	182
k141_212958_4	00221	38.066	486	522	508	3.48e-87	271
k141_86167_1	00211	41.410	227	239	337	3.34e-57	179
k141_181260_13	00221	30.664	512	569	508	6.18e-59	197
k141_65335_15	00185	48.193	249	543	305	2.56e-75	234
k141_265587_31	00185	42.991	214	492	305	2.62e-43	149
k141_107468_29	00111	32.727	110	220	210	2.18e-19	76.3
k141_171200_2	00173	30.075	133	156	218	8.94e-09	45.4
k141_129010_2	00215	31.633	294	319	322	3.74e-41	139
k141_160395_2	00211	31.661	319	318	337	6.41e-39	134
k141_54908_4	00221	37.931	493	546	508	2.13e-82	259
k141_244545_3	00178	36.538	208	242	216	3.80e-37	123
k141_202990_79	00211	35.640	289	323	337	2.51e-58	184
k141_287282_17	00223	32.459	305	467	348	5.07e-36	129
k141_244673_1	00221	38.477	486	522	508	4.18e-88	273
k141_287350_1	00178	30.380	158	204	216	1.66e-08	45.8
k141_171405_5	00212	44.610	269	284	285	3.85e-71	214
k141_150536_3	00191	32.850	207	311	240	1.80e-21	84.3
k141_150611_1	00223	30.164	305	318	348	1.71e-34	122
k141_13279_4	00185	46.087	230	583	305	2.00e-52	175
k141_13279_5	00185	41.256	223	595	305	3.23e-46	158
k141_244918_1	00221	35.959	292	372	508	7.44e-48	162
k141_234812_5	00215	32.979	282	331	322	2.63e-44	148
k141_192865_5	00211	34.185	313	299	337	2.85e-42	142
k141_256191_1	00191	31.633	196	369	240	1.59e-14	65.5
k141_244976_1	00211	34.802	227	233	337	3.69e-39	131
k141_13356_5	00178	41.121	214	218	216	1.88e-40	131
k141_65870_7	00211	32.143	224	304	337	7.86e-31	111
k141_308931_4	00111	30.172	116	210	210	2.00e-12	57.0
k141_287885_7	00189	36.296	135	311	248	2.44e-15	67.4
k141_108233_22	00188	31.792	173	298	272	1.32e-14	65.5
k141_171802_2	00211	37.716	289	320	337	7.42e-52	167
k141_66009_5	00211	31.513	238	256	337	1.10e-34	120
k141_245076_2	00185	44.813	241	278	305	6.41e-52	165
k141_13491_16	00211	33.951	324	314	337	2.60e-47	155
k141_256529_2	00178	46.789	109	132	216	3.09e-25	89.0
k141_151006_1	00223	31.274	259	277	348	8.82e-26	97.4
k141_23925_3	00222	40.706	538	538	516	7.12e-112	336
k141_277361_3	00223	32.946	258	353	348	4.41e-26	100
k141_171980_1	00223	34.109	258	379	348	1.98e-34	123
k141_171996_5	00187	30.864	162	329	250	2.35e-10	52.8
k141_224803_1	00178	38.462	182	182	216	2.14e-32	109
k141_298346_182	00185	49.296	213	525	305	3.97e-56	183
k141_277476_3	00181	30.675	163	266	275	6.68e-15	65.9
k141_309522_3	00212	31.557	244	296	285	1.51e-17	73.9
k141_119504_4	00212	30.435	253	265	285	1.99e-24	92.4
k141_309558_16	00209	31.049	467	481	448	5.57e-41	145
k141_161375_2	00111	32.727	110	207	210	1.08e-18	73.9
k141_161380_7	00185	47.414	232	569	305	4.58e-50	168
k141_161395_6	00211	60.968	310	343	337	1.22e-140	395
k141_277533_41	00223	30.282	284	501	348	1.13e-26	103
k141_3580_1	00180	53.172	331	341	541	1.65e-118	346
k141_225124_4	00180	44.366	568	595	541	2.29e-161	466
k141_108903_1	00211	38.628	277	288	337	2.55e-63	196
k141_56251_3	00185	39.565	230	479	305	8.49e-39	136
k141_266995_15	00211	32.937	252	325	337	1.75e-32	116
k141_3633_12	00187	34.848	132	265	250	8.93e-07	41.6
k141_267006_4	00221	30.368	517	516	508	1.66e-52	179
k141_98394_11	00221	31.238	541	581	508	2.57e-55	188
k141_245857_1	00178	36.866	217	314	216	3.62e-34	117
k141_3805_3	00173	41.667	204	226	218	1.11e-44	142
k141_14420_1	00223	30.542	203	374	348	1.71e-21	87.4
k141_120181_2	00191	30.952	126	286	240	1.31e-11	56.2
k141_214652_2	00185	43.556	225	521	305	2.42e-49	165
k141_267454_5	00212	34.028	144	396	285	5.90e-15	67.4
k141_162050_4	00111	30.469	128	197	210	2.56e-13	59.3
k141_289096_17	00185	44.393	214	442	305	1.13e-42	146
k141_289115_3	00230	35.562	329	422	339	3.34e-51	169
k141_172731_1	00222	33.333	267	264	516	1.21e-30	112
k141_183358_1	00186	31.081	296	312	388	2.89e-19	80.1
k141_78243_6	00187	30.827	133	290	250	5.16e-07	42.7
k141_35696_17	00223	32.512	203	315	348	6.44e-23	90.5
k141_78354_3	00186	36.900	271	318	388	5.71e-45	150
k141_99005_2	00211	32.314	229	305	337	1.15e-24	95.1
k141_310485_2	00187	32.031	128	152	250	8.21e-06	37.0
k141_35847_3	00215	44.771	306	346	322	2.20e-77	234
k141_141283_2	00211	39.768	259	318	337	5.90e-59	186
k141_267908_4	00211	51.351	296	318	337	1.99e-103	300
k141_215023_26	00211	38.111	307	324	337	2.15e-58	184
k141_99172_4	00211	37.061	313	312	337	6.75e-57	180
k141_15019_2	00189	39.062	128	321	248	6.40e-19	77.8
k141_67435_1	00185	52.881	295	380	305	2.11e-95	281
k141_35977_5	00191	32.143	196	384	240	1.26e-19	80.5
k141_152234_2	00223	64.583	288	345	348	1.94e-136	385
k141_57275_4	00178	42.254	213	223	216	1.89e-46	147
k141_57275_5	00178	39.437	213	218	216	6.73e-42	135
k141_57275_6	00178	40.201	199	211	216	4.92e-35	117
k141_57275_7	00178	37.443	219	216	216	1.49e-28	100
k141_152259_1	00173	45.161	124	140	218	9.62e-29	98.2
k141_36141_3	00185	48.936	235	295	305	4.26e-66	202
k141_184046_11	00180	52.815	373	644	541	1.57e-138	409
k141_89347_3	00211	41.232	211	270	337	5.76e-48	155
k141_194480_30	00185	48.018	227	509	305	1.70e-55	181
k141_184080_2	00222	47.280	478	480	516	1.19e-129	379
k141_162793_11	00187	32.287	223	332	250	1.19e-15	68.6
k141_110187_1	00223	54.511	266	342	348	2.36e-100	293
k141_15623_7	00180	46.988	332	649	541	2.57e-109	333
k141_184258_2	00211	39.350	277	308	337	1.32e-64	200
k141_184283_1	00178	37.054	224	285	216	2.68e-40	133
k141_226455_9	00188	30.612	245	263	272	1.45e-21	84.3
k141_15797_11	00178	39.732	224	234	216	2.75e-39	129
k141_194632_29	00186	31.408	277	302	388	7.71e-30	109
k141_290234_1	00173	47.287	129	147	218	7.15e-34	112
k141_36642_1	00211	32.444	225	256	337	6.33e-37	126
k141_184428_2	00223	30.888	259	461	348	2.66e-24	96.7
k141_163141_15	00223	33.990	203	266	348	2.04e-26	99.0
k141_26093_2	00220	33.333	132	204	262	2.37e-15	65.5
k141_152868_14	00222	30.564	337	365	516	1.21e-31	118
k141_89668_37	00215	43.310	284	348	322	1.68e-81	244
k141_163257_2	00185	42.922	219	497	305	6.75e-46	155
k141_184592_9	00223	31.835	267	358	348	3.51e-26	100
k141_58190_3	00186	31.673	281	321	388	1.55e-19	81.3
k141_184775_14	00111	31.944	216	209	210	2.05e-29	102
k141_163482_14	00218	33.243	370	610	428	5.26e-46	161
k141_206269_9	00188	31.013	158	291	272	9.11e-15	65.9
k141_174040_45	00211	37.631	287	319	337	9.76e-54	172
k141_226965_49	00173	46.860	207	227	218	2.96e-52	162
k141_89979_2	00223	33.577	274	446	348	4.45e-37	132
k141_174112_2	00223	32.443	262	362	348	2.13e-37	131
k141_58451_1	00230	32.114	246	278	339	1.23e-37	129
k141_206347_6	00182	34.171	199	302	277	1.73e-23	90.5
k141_237374_2	00223	33.906	233	333	348	3.93e-27	102
k141_153205_28	00211	37.879	264	336	337	1.83e-53	172
k141_37205_9	00211	35.849	212	321	337	8.33e-33	117
k141_185236_5	00211	30.380	237	336	337	1.36e-30	112
k141_195348_5	00223	33.700	273	274	348	4.71e-34	119
k141_195375_8	00180	50.738	542	589	541	0.0	562
k141_269398_2	00221	37.952	498	541	508	1.40e-91	283
k141_16786_1	00189	34.756	164	181	248	1.27e-23	87.0
k141_279996_2	00185	41.989	181	404	305	4.98e-33	119
k141_164047_3	00185	30.222	225	300	305	5.51e-14	63.9
k141_237762_13	00173	46.047	215	230	218	7.86e-59	179
k141_122394_19	00211	36.323	223	312	337	2.46e-41	140
k141_80400_6	00267	31.707	287	291	398	6.09e-21	84.7
k141_216629_1	00222	31.661	319	297	516	7.32e-25	97.1
k141_206788_1	00189	40.816	147	300	248	2.35e-23	89.7
k141_153613_1	00223	30.483	269	445	348	1.84e-25	99.8
k141_37639_12	00223	31.538	260	358	348	1.71e-28	107
k141_37639_13	00223	31.868	273	491	348	4.82e-37	132
k141_69264_21	00186	34.559	272	315	388	5.12e-37	129
k141_69264_70	00228	76.245	261	292	263	5.70e-152	419
k141_300971_5	00173	42.714	199	231	218	1.40e-44	142
k141_164151_6	00223	36.047	258	855	348	7.05e-34	126
k141_132762_91	00223	30.147	272	918	348	1.99e-29	113
k141_238070_39	00211	30.303	231	321	337	1.15e-30	111
k141_238070_40	00189	33.813	139	403	248	1.80e-09	50.8
k141_185831_5	00147	42.802	257	399	365	5.65e-64	202
k141_27550_19	00220	33.333	132	279	262	6.10e-11	54.3
k141_248330_2	00211	31.000	200	218	337	9.86e-24	90.1
k141_248360_1	00221	32.596	497	526	508	4.83e-60	199
k141_122962_6	00185	33.163	196	292	305	1.06e-12	60.1
k141_46838_2	00222	32.618	466	497	516	1.13e-44	157
k141_238236_5	00211	39.114	271	314	337	4.04e-54	173
k141_81081_4	00178	40.741	189	277	216	3.58e-42	137
k141_186147_2	00189	30.519	154	233	248	1.52e-09	49.7
k141_59606_2	00187	30.818	159	329	250	8.20e-10	51.2
k141_217401_13	00223	31.939	263	877	348	1.07e-31	120
k141_280827_2	00312	31.937	191	304	284	7.83e-15	66.2
k141_238546_6	00182	37.410	139	211	277	2.16e-27	98.6
k141_302003_1	00228	31.410	156	349	263	5.09e-09	49.3
k141_101764_1	00178	47.273	110	151	216	5.50e-27	94.4
k141_175659_8	00180	40.342	585	613	541	2.49e-152	443
k141_270651_3	00111	30.769	117	205	210	5.16e-16	66.6
k141_292422_6	00211	40.455	220	362	337	3.07e-47	157
k141_59968_3	00211	35.849	265	311	337	1.44e-49	161
k141_186519_4	00187	36.508	126	284	250	9.74e-08	44.7
k141_196782_1	00212	30.159	252	291	285	2.12e-16	70.5
k141_228672_13	00185	47.964	221	503	305	1.21e-54	179
k141_38987_11	00189	32.609	230	303	248	3.40e-24	92.0
k141_207813_32	00182	33.333	216	325	277	4.40e-24	92.8
k141_91812_14	00173	39.706	204	225	218	4.03e-50	156
k141_102187_4	00178	36.041	197	258	216	6.34e-35	118
k141_239081_2	00211	36.437	247	350	337	8.28e-50	163
k141_292770_2	00218	32.095	377	685	428	3.63e-39	143
k141_176134_6	00211	32.273	220	247	337	1.48e-28	103
k141_112933_23	00223	59.011	283	345	348	5.64e-125	356
k141_7512_2	00185	50.446	224	461	305	2.06e-59	191
k141_7517_2	00178	35.321	218	229	216	1.59e-26	95.5
k141_7517_3	00178	35.833	120	113	216	2.74e-10	48.5
k141_18566_12	00187	33.133	166	278	250	3.02e-09	49.3
k141_218128_2	00186	31.541	279	312	388	2.96e-27	103
k141_70939_1	00178	37.600	125	122	216	2.46e-24	86.3
k141_18636_11	00211	32.857	280	336	337	2.26e-36	127
k141_144846_2	00215	32.828	198	369	322	3.06e-21	86.3
k141_71035_11	00223	31.527	203	405	348	1.54e-21	87.8
k141_124320_12	00187	30.653	199	369	250	3.70e-18	76.3
k141_102711_23	00185	43.243	222	579	305	6.72e-47	160
k141_218356_1	00211	49.191	309	339	337	3.22e-105	305
k141_229237_1	00189	34.559	136	211	248	1.26e-13	60.8
k141_249483_3	00212	36.567	268	280	285	7.18e-51	162
k141_176583_3	00180	37.240	529	758	541	6.95e-88	280
k141_145246_1	00223	31.076	251	330	348	3.56e-28	105
k141_7968_8	00234	66.782	289	293	280	1.87e-122	345
k141_271171_66	00211	52.716	313	328	337	1.30e-115	331
k141_39699_3	00181	36.431	269	280	275	1.98e-37	127
k141_124628_63	00180	44.297	526	571	541	4.67e-155	449
k141_271252_5	00212	30.114	176	320	285	1.03e-11	57.4
k141_229661_2	00211	38.951	267	328	337	1.33e-52	170
k141_8177_1	00189	33.557	149	301	248	3.45e-12	58.2
k141_293304_4	00178	41.026	195	264	216	1.38e-40	133
k141_19405_2	00191	30.469	128	362	240	4.33e-09	49.3
k141_250034_2	00223	30.657	274	616	348	4.12e-28	108
k141_262530_10	00223	30.293	307	670	348	2.56e-32	121
k141_71763_4	00178	41.706	211	220	216	3.10e-40	130
k141_71772_2	00211	33.579	271	320	337	1.12e-41	141
k141_156041_4	00185	46.503	286	548	305	7.23e-73	228
k141_303430_7	00211	37.269	271	304	337	6.18e-49	159
k141_93241_1	00211	37.102	283	305	337	7.69e-58	182
k141_8655_2	00211	32.701	211	234	337	1.05e-24	93.2
k141_93251_35	00111	39.474	190	198	210	1.93e-43	138
k141_177188_2	00178	40.930	215	231	216	1.03e-43	140
k141_71980_6	00185	50.943	212	551	305	1.40e-58	191
k141_49031_6	00187	32.323	198	278	250	9.92e-15	65.1
k141_230478_2	00223	35.678	199	339	348	3.77e-30	110
k141_20106_2	00178	34.579	214	221	216	8.32e-36	119
k141_177541_6	00212	31.541	279	482	285	3.35e-20	83.6
k141_219448_14	00181	34.058	276	277	275	1.38e-36	124
k141_84016_1	00185	40.805	174	162	305	2.88e-29	102
k141_49317_31	00310	80.259	309	303	309	8.96e-173	474
k141_209992_1	00220	36.170	141	406	262	3.95e-12	58.9
k141_167536_1	00211	33.480	227	275	337	2.27e-31	112
k141_272602_23	00188	30.303	165	454	272	2.81e-13	62.8
k141_231068_1	00187	35.152	165	265	250	9.62e-14	62.0
k141_199370_3	00185	38.174	241	593	305	5.94e-42	146
k141_272767_5	00211	37.190	242	310	337	1.15e-46	154
k141_263563_6	00173	30.093	216	335	218	1.02e-16	71.2
k141_49846_4	00178	39.791	191	194	216	4.42e-41	132
k141_157451_1	00223	33.846	195	308	348	2.28e-24	94.4
k141_94450_27	00220	30.348	201	313	262	5.86e-11	54.7
k141_263614_3	00242	31.613	155	275	310	3.17e-07	43.5
k141_136062_32	00181	30.435	276	337	275	8.85e-35	121
k141_231345_1	00221	34.915	295	353	508	2.54e-42	147
k141_283624_5	00211	36.691	278	311	337	4.72e-52	168
k141_316015_2	00185	50.732	205	230	305	5.73e-58	179
k141_168042_1	00185	44.970	169	397	305	2.57e-32	117
k141_136204_7	00111	30.435	115	218	210	8.58e-15	63.5
k141_295243_3	00185	45.116	215	494	305	2.66e-45	154
k141_295243_5	00178	34.335	233	234	216	5.80e-35	117
k141_241919_8	00188	32.500	240	273	272	2.10e-13	61.6
k141_295266_1	00182	32.738	168	187	277	3.29e-24	89.4
k141_241943_2	00185	45.228	241	588	305	8.81e-52	173
k141_63018_3	00222	46.129	310	304	516	1.04e-82	252
k141_115503_1	00211	37.079	267	286	337	1.61e-48	157
k141_63055_2	00211	33.099	284	321	337	8.33e-39	133
k141_73469_7	00180	53.172	331	341	541	3.73e-119	348
k141_147387_5	00185	42.667	225	566	305	5.92e-51	171
k141_251699_38	00212	31.111	180	306	285	7.20e-18	75.1
k141_73561_1	00211	55.414	314	326	337	4.99e-122	347
k141_136606_2	00223	31.008	258	273	348	1.83e-26	99.4
k141_252004_2	00211	38.636	264	266	337	2.14e-57	180
k141_284619_2	00178	32.743	113	199	216	6.51e-10	49.7
k141_252200_65	00185	47.059	204	494	305	3.92e-48	161
k141_284851_52	00223	40.304	263	442	348	4.25e-50	167
k141_274257_6	00173	30.556	216	239	218	1.10e-15	66.6
k141_51390_3	00173	44.724	199	221	218	7.16e-48	150
k141_252806_3	00211	30.903	288	311	337	6.04e-29	106
